date,return
2020-01-01,0.00000000
2020-01-02,0.00550000
2020-01-03,-0.00197824
2020-01-04,-0.00397220
2020-01-05,0.00150150
2020-01-06,0.00249501
2020-01-07,0.00993048
2020-01-08,0.00535540
2020-01-09,-0.00048169
2020-01-10,-0.01880425
2020-01-11,-0.00601202
2020-01-12,-0.00354969
2020-01-13,-0.00306435
2020-01-14,-0.03494348
2020-01-15,-0.00828730
2020-01-16,0.00842696
2020-01-17,0.00110497
2020-01-18,-0.00165380
2020-01-19,0.00000000
2020-01-20,0.01493363
2020-01-21,0.00107412
2020-01-22,-0.00267953
2020-01-23,0.00000000
2020-01-24,0.00000000
2020-01-25,-0.00053880
2020-01-26,-0.00215750
2020-01-27,0.00000000
2020-01-28,0.00054171
2020-01-29,0.00811689
2020-01-30,-0.00532482
2020-01-31,-0.00215285
2020-02-01,-0.00108108
2020-02-02,0.00000000
2020-02-03,0.00704225
2020-02-04,-0.00747863
2020-02-05,-0.00108460
2020-02-06,0.00271739
2020-02-07,0.01621621
2020-02-08,0.00314136
2020-02-09,0.02445370
2020-02-10,-0.01339286
2020-02-11,0.01478084
2020-02-12,0.01138614
2020-02-13,-0.00484027
2020-02-14,0.00048876
2020-02-15,0.00390625
2020-02-16,0.01308139
2020-02-17,-0.01652502
2020-02-18,0.00732422
2020-02-19,0.00721848
2020-02-20,0.00000000
2020-02-21,-0.00379506
2020-02-22,-0.00525812
2020-02-23,0.00338164
2020-02-24,-0.00767755
2020-02-25,-0.01120858
2020-02-26,0.02043869
2020-02-27,-0.00095785
2020-02-28,0.00047985
2020-02-29,-0.00527325
2020-03-01,-0.00920542
2020-03-02,0.01184600
2020-03-03,0.00385728
2020-03-04,0.01387560
2020-03-05,0.00931099
2020-03-06,-0.00319927
2020-03-07,-0.00919963
2020-03-08,-0.02014996
2020-03-09,-0.01171875
2020-03-10,0.01000000
2020-03-11,-0.00882353
2020-03-12,-0.05339322
2020-03-13,0.01284916
2020-03-14,-0.00980392
2020-03-15,-0.01000000
2020-03-16,-0.02097505
2020-03-17,0.01183432
2020-03-18,0.01560694
2020-03-19,0.02970852
2020-03-20,0.00264550
2020-03-21,-0.00526316
2020-03-22,-0.01117022
2020-03-23,0.02013058
2020-03-24,0.00941423
2020-03-25,0.00154004
2020-03-26,0.01279427
2020-03-27,-0.01197605
2020-03-28,-0.00102250
2020-03-29,-0.00665984
2020-03-30,0.00259605
2020-03-31,0.00464876
2020-04-01,-0.00153531
2020-04-02,-0.00102669
2020-04-03,0.00154321
2020-04-04,0.00205128
2020-04-05,-0.00051072
2020-04-06,-0.00255624
2020-04-07,0.00565262
2020-04-08,-0.00304878
2020-04-09,0.00408998
2020-04-10,0.00354969
2020-04-11,0.00453172
2020-04-12,-0.00249501
2020-04-13,0.00651956
2020-04-14,0.00544555
2020-04-15,-0.00048972
2020-04-16,-0.00833334
2020-04-17,-0.00049850
2020-04-18,-0.00049900
2020-04-19,-0.00199800
2020-04-20,0.00501505
2020-04-21,-0.00049653
2020-04-22,0.00000000
2020-04-23,0.00546720
2020-04-24,0.00835792
2020-04-25,-0.00048356
2020-04-26,0.00532430
2020-04-27,0.00718391
2020-04-28,0.00000000
2020-04-29,-0.00188857
2020-04-30,-0.00379147
2020-05-01,0.00095511
2020-05-02,-0.00714967
2020-05-03,-0.00096712
2020-05-04,0.00484496
2020-05-05,-0.00287908
2020-05-06,-0.00193050
2020-05-07,0.00532946
2020-05-08,0.00671141
2020-05-09,-0.00614948
2020-05-10,-0.03831417
2020-05-11,0.00000000
2020-05-12,0.01504150
2020-05-13,0.00000000
2020-05-14,-0.00704935
2020-05-15,-0.00459652
2020-05-16,0.00000000
2020-05-17,0.00103093
2020-05-18,0.00000000
2020-05-19,0.00205762
2020-05-20,0.00922131
2020-05-21,-0.01006036
2020-05-22,0.00154004
2020-05-23,0.00102354
2020-05-24,-0.00357508
2020-05-25,-0.00823045
2020-05-26,0.00366109
2020-05-27,-0.00311526
2020-05-28,0.00574712
2020-05-29,-0.00568182
2020-05-30,0.00261233
2020-05-31,0.00103950
2020-06-01,0.00363071
2020-06-02,0.00978373
2020-06-03,0.00151515
2020-06-04,0.00553877
2020-06-05,-0.00846613
2020-06-06,-0.00506586
2020-06-07,-0.00562948
2020-06-08,0.00621118
2020-06-09,0.00715747
2020-06-10,-0.00201613
2020-06-11,-0.00202429
2020-06-12,-0.00152439
2020-06-13,0.00050968
2020-06-14,0.00050917
2020-06-15,0.00152594
2020-06-16,-0.00507100
2020-06-17,0.00358606
2020-06-18,0.00152594
2020-06-19,-0.00253550
2020-06-20,-0.00050968
2020-06-21,0.00255102
2020-06-22,-0.00101523
2020-06-23,-0.00050864
2020-06-24,-0.00254582
2020-06-25,0.00000000
2020-06-26,-0.00102354
2020-06-27,0.00256411
2020-06-28,0.00459183
2020-06-29,0.00707786
2020-06-30,-0.00099701
2020-07-01,0.00649351
2020-07-02,0.00246548
2020-07-03,-0.00098135
2020-07-04,-0.00147492
2020-07-05,-0.00049310
2020-07-06,-0.00542942
2020-07-07,0.01047904
2020-07-08,0.01710655
2020-07-09,0.00519849
2020-07-10,0.00280636
2020-07-11,0.01116279
2020-07-12,0.00045496
2020-07-13,0.00590909
2020-07-14,-0.00314466
2020-07-15,0.00678120
2020-07-16,-0.00356824
2020-07-17,0.00134771
2020-07-18,-0.00313620
2020-07-19,-0.00180342
2020-07-20,-0.00588235
2020-07-21,0.00366300
2020-07-22,-0.00181818
2020-07-23,0.00547445
2020-07-24,0.00451264
2020-07-25,-0.00670841
2020-07-26,0.00226655
2020-07-27,-0.01444043
2020-07-28,-0.00975836
2020-07-29,-0.00331753
2020-07-30,-0.00715649
2020-07-31,-0.00145208
2020-08-01,0.00048543
2020-08-02,0.00775946
2020-08-03,-0.00095511
2020-08-04,0.00909091
2020-08-05,-0.01268797
2020-08-06,0.00000000
2020-08-07,-0.00048216
2020-08-08,-0.00193050
2020-08-09,0.01453489
2020-08-10,0.00141243
2020-08-11,-0.00234742
2020-08-12,-0.00188679
2020-08-13,-0.01136364
2020-08-14,0.01405039
2020-08-15,-0.02167766
2020-08-16,-0.00295567
2020-08-17,0.00000000
2020-08-18,0.00297324
2020-08-19,0.00098522
2020-08-20,0.01081612
2020-08-21,0.00577479
2020-08-22,0.00285442
2020-08-23,-0.00189215
2020-08-24,0.00712251
2020-08-25,0.00280899
2020-08-26,-0.00186220
2020-08-27,0.00560747
2020-08-28,-0.00231053
2020-08-29,0.00046426
2020-08-30,0.00139146
2020-08-31,0.00462535
2020-09-01,-0.00779102
2020-09-02,0.00325884
2020-09-03,-0.01572618
2020-09-04,0.00955110
2020-09-05,-0.00328022
2020-09-06,0.00613207
2020-09-07,-0.00372786
2020-09-08,-0.00234742
2020-09-09,0.01273585
2020-09-10,0.00827967
2020-09-11,0.00814479
2020-09-12,0.00578807
2020-09-13,0.00616197
2020-09-14,-0.00086956
2020-09-15,-0.00217770
2020-09-16,0.00656168
2020-09-17,-0.00518135
2020-09-18,-0.00043630
2020-09-19,0.00698690
2020-09-20,-0.00645995
2020-09-21,-0.00610820
2020-09-22,0.00353357
2020-09-23,-0.01140351
2020-09-24,0.00583483
2020-09-25,0.00709849
2020-09-26,-0.00568679
2020-09-27,-0.00486726
2020-09-28,0.00402145
2020-09-29,0.00398936
2020-09-30,0.00395779
2020-10-01,-0.00130890
2020-10-02,-0.00437446
2020-10-03,0.00264784
2020-10-04,0.00438982
2020-10-05,-0.00261096
2020-10-06,-0.00962379
2020-10-07,0.00401428
2020-10-08,0.00132744
2020-10-09,0.00176523
2020-10-10,0.00571680
2020-10-11,-0.01000000
2020-10-12,0.00576752
2020-10-13,-0.00263158
2020-10-14,-0.00881834
2020-10-15,-0.00269300
